"respondent","sex","birth_year","city_size","employment","workplace","profession","addtl_income","education","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","next_election","future_vote","attitude_Kopacz","hh_finances","future_finances","politics_interest","political_views","past_election","past_vote","religious_participation","marital_status","monthly_income","DATE","weight","married","ed_level","urban_rural","mean_income","future_vote_agg","past_vote_agg","policies_improve_economic","Satisfied_democracy","Attitude_Americans","Attitude_English","Attitude_Austrians","Attitude_French","Attitude_Greeks","Attitude_Spaniards","Attitude_Japanese","Attitude_Germans","Attitude_Russians","Attitude_Swiss","Relations_Germany","Relations_Russia","Residence","Length_residence","LD","survey_month","after_shock","Nov_Dec_issue","new_Nov","new_Jan","treatment","gov_intervene","proposal_support","FXloan","repayFXloan","loan_type1","loan_type2","loan_type3","loan_type4","loan_EUR","loan_CHF","loan_USD","loan_currency1","loan_currency2","loan_currency3","loan_currency4","know_FXborrower","parliament_election","parliament_vote","province","monthly_incPC","parliament_vote_agg","chfd_r","chfd_e","new_Oct15","month","monthyear","monthyear2","past.vote","vote.intent","turnout.intent","know_FXborrower_original","incumbent.intent","past.turnout","past.incumbent","incumbent.defector","employed","treat","immigration.outofcontrol","immigration.crime","immigration.takejobs","immigration.uneasy","immigration.disease","immigration.loyalty","immigration.worse","immigration.loyalty2","immigration.culture"
"7836",2666,2,1956,5,4,NA,13,2,10,2,2,7,2,3,2,2,NA,NA,7,3,3,3,7,7,NA,3,2,41,2015-10-21,0.848690663002755,1,4,3,2250,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Big intervention","The government should something but I do not support either Proposal A or Proposal B","Yes","Yes",NA,"Family",NA,NA,NA,"Swiss franc",NA,NA,NA,NA,NA,"No","I will certainly take part in it","Don’t know/not sure","Lubelskie","2,000 PLN and more",3,1,1,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","Yes","No",NA,"No","No","FALSE","cntrl",1,1,6,NA,NA,6,NA,6,5
"7837",2675,1,1949,5,4,NA,13,3,4,2,2,7,3,3,3,3,NA,NA,3,5,3,4,4,1,7,2,2,41,2015-10-21,0.944713886617733,1,2,3,2250,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie","2,000 PLN and more",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,"No","No","No","Yes","Yes","Yes","FALSE","info",3,2,2,5,4,2,3,2,4
"7838",2686,1,1949,2,4,NA,13,2,4,2,2,2,3,3,4,3,NA,NA,2.5,2,2,4,4,7,NA,2,2,31,2015-10-21,1.31667807332103,1,2,2,1650,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Big intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Zjednoczona Lewica","Mazowieckie","From PLN 650 to 999",3,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","Yes","No",NA,"No","No","FALSE","history",1,2,2,3,2,3,1,1,2
"7839",2708,1,1966,4,4,NA,12,3,4,2,2,2,2,3,2,2,NA,NA,3,3,3,2,7,1,1,4,1,11,2015-10-21,0.779451323919003,0,2,2,500,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Kujawsko-pomorskie","From PLN 650 to 999",1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","FALSE","history",4,3,2,4,4,1,2,1,5
"7840",2710,2,1991,4,1,2,2,3,11,2,2,2,3,3,3,3,NA,NA,3,5,3,4,97,1,7,5,1,41,2015-10-21,0.616580452649226,0,4,2,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I don’t know yet whether I will participate or not",NA,"Kujawsko-pomorskie","From PLN 1,400 to 1,999",NA,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP",NA,NA,"Yes",NA,"Yes","Yes",NA,"TRUE","history",4,4,4,5,5,3,4,2,4
"7841",2712,1,1956,4,1,2,5,3,4,2,2,2,3,3,3,3,NA,NA,3,3,3,2,1,1,1,5,3,41,2015-10-21,0.576907820553137,0,2,2,2250,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Kukiz’15","Kujawsko-pomorskie","From PLN 650 to 999",3,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS","other","Yes","No","No","Yes","No","No","TRUE","cntrl",2,3,4,5,NA,2,4,2,6
"7842",2731,2,1978,4,1,2,3,3,8,3,3,2,3,3,7,7,NA,NA,7,3,3,4,7,1,3,2,2,NA,2015-10-21,0.658976139004722,1,2,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Don’t know/not sure","Podlaskie",NA,3,0,0,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","No","No","Yes","No","No","TRUE","Hungary",2,2,2,NA,2,2,2,5,2
"7843",2733,1,1996,4,1,2,4,3,11,3,2,2,3,4,4,7,NA,NA,2,4,3,4,5,7,NA,2,2,51,2015-10-21,0.676566728181855,1,4,2,2600,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Podlaskie","2,000 PLN and more",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"TRUE","cntrl",2,3,5,5,5,2,4,1,3
"7844",2748,1,1951,5,1,1,2,3,10,2,2,7,2,3,2,3,NA,NA,4,4,3,2,7,1,1,2,2,NA,2015-10-21,0.810558456813852,1,4,3,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","Yes","Yes",NA,"Family",NA,NA,"Euro",NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","PiS","Lubelskie",NA,1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","TRUE","info",NA,NA,NA,NA,NA,1,1,6,2
"7845",2759,1,1978,6,1,1,2,1,11,4,2,1,3,2,3,3,NA,NA,2,4,3,3,5,7,NA,4,2,51,2015-10-21,0.963099218267328,1,4,3,2600,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Wielkopolskie","2,000 PLN and more",2,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","Yes","Yes",NA,"No","No","TRUE","Hungary",4,4,3,6,6,3,4,3,3
"7846",2770,2,1977,5,2,3,5,3,11,3,2,1,3,7,2,3,NA,NA,3,5,3,4,6,2,NA,1,2,7,2015-10-21,1.17913225125229,1,4,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","Yes","Yes",NA,"Family",NA,NA,NA,NA,NA,NA,NA,"Don’t know/not sure",NA,"No","I don’t know yet whether I will participate or not",NA,"Pomorskie","Don’t know",NA,0,1,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"TRUE","cntrl",3,NA,NA,NA,2,2,NA,NA,5
"7847",2801,1,1954,4,4,NA,13,3,4,2,2,2,3,4,3,3,NA,NA,2.5,3,3,4,97,2,NA,4,2,31,2015-10-21,0.778207229942201,1,2,2,1650,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Wielkopolskie","From PLN 1,400 to 1,999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","FALSE","history",3,1,1,5,1,6,1,6,1
"7848",2805,1,1958,1,1,3,6,3,7,2,2,1,2,2,7,3,NA,NA,2,4,3,3,1,1,3,5,2,NA,2015-10-21,0.863284266881933,1,2,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Zjednoczona Lewica","Dolnoslaskie",NA,3,0,1,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","Yes","No","Yes","No","No","TRUE","history",2,2,4,4,6,2,2,1,5
"7849",2810,2,1953,1,4,NA,13,2,2,2,2,7,3,4,3,3,NA,NA,3,2,3,3,4,7,NA,2,4,NA,2015-10-21,1.13552779094621,0,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Wielkopolskie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,NA,"No",NA,"FALSE","info",NA,NA,3,NA,3,2,2,2,2
"7850",2812,1,1982,1,1,3,10,3,4,4,2,2,3,3,4,3,NA,NA,2,4,3,3,4,2,NA,3,2,NA,2015-10-21,1.04969437494788,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Wielkopolskie",NA,2,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","No","Yes","No","No","No","TRUE","cntrl",4,NA,3,3,NA,2,2,2,3
"7851",2822,2,1969,1,1,2,3,2,9,4,4,2,3,2,4,3,NA,NA,2,4,3,2,1,1,97,4,2,41,2015-10-18,0.673517975870595,1,4,1,2250,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Zjednoczona Lewica","Lódzkie","From PLN 1,000 to 1,399",3,0,0,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","No","No","Yes","No","No","TRUE","history",1,2,4,5,2,2,4,2,2
"7852",2827,2,1980,4,1,1,2,3,11,4,2,7,3,3,3,3,NA,NA,2,3,4,3,4,7,NA,4,2,31,2015-10-21,0.855400110301249,1,4,2,1650,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Kukiz’15","Zachodniopomorskie","From PLN 1,400 to 1,999",3,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","No","No",NA,"No","No","TRUE","cntrl",2,5,5,NA,4,NA,5,NA,5
"7853",2832,1,1970,4,4,NA,12,3,4,2,2,1,3,3,3,3,NA,NA,3,3,3,3,5,1,1,2,2,21,2015-10-21,0.862335300486727,1,2,2,1200,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Podkarpackie","From PLN 1,000 to 1,399",NA,0,0,1,"Oct",Oct 2015,2015-10-01,"PiS",NA,NA,"No",NA,"Yes","No",NA,"FALSE","Hungary",2,2,1,3,2,1,2,2,2
"7854",2855,1,1981,1,1,4,9,3,8,5,4,7,3,3,7,3,NA,NA,2,4,4,3,4,2,NA,2,1,51,2015-10-21,1.90658667061406,0,2,1,2600,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Dolnoslaskie","From PLN 1,000 to 1,399",2,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","No","Yes","No","No","No","TRUE","Hungary",NA,NA,2,5,5,NA,3,2,NA
"7855",2883,2,1992,4,1,2,5,3,9,2,2,2,7,4,7,7,NA,NA,4,4,3,3,6,1,1,2,2,NA,2015-10-21,0.772491555544459,1,4,2,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Slaskie",NA,1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","TRUE","cntrl",5,2,2,2,5,2,NA,2,5
"7856",2884,1,1989,4,1,2,2,3,10,4,2,7,7,3,7,7,NA,NA,2,3,4,3,7,7,NA,4,2,NA,2015-10-20,1.01569867171171,1,4,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Slaskie","Up to PLN 649",2,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","Yes","Yes",NA,"No","No","TRUE","history",5,5,6,6,6,3,6,1,6
"7857",2885,2,1991,2,1,2,4,3,11,2,2,2,3,3,3,3,NA,NA,2.5,5,3,3,7,1,1,2,1,NA,2015-10-20,1.12614977135458,0,4,2,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Slaskie",NA,1,0,1,1,"Oct",Oct 2015,2015-10-01,"PiS","PiS","Yes","Yes","No","Yes","No","No","TRUE","Hungary",5,2,2,2,5,6,6,1,6
"7858",2921,2,1955,1,1,3,7,3,4,2,2,7,3,4,3,3,NA,NA,4,1,3,4,97,2,NA,2,3,21,2015-10-21,0.735872571565491,0,2,1,1200,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Big intervention","Proposal B, where banks pay 90% and borrowers 10% of the costs","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I don’t know yet whether I will participate or not",NA,"Zachodniopomorskie","From PLN 1,000 to 1,399",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,NA,"No",NA,"No","No",NA,"TRUE","cntrl",2,2,4,2,2,2,2,2,2
"7859",2955,2,1935,2,4,NA,13,3,1,1,1,1,3,3,3,3,NA,NA,2.5,3,3,4,5,2,NA,2,4,31,2015-10-21,1.49877720120988,0,1,2,1650,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Zachodniopomorskie","From PLN 1,400 to 1,999",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","FALSE","cntrl",NA,NA,3,NA,NA,NA,1,1,1
"7860",2959,2,1936,3,4,NA,12,3,2,1,1,7,3,3,3,5,NA,NA,2.5,3,3,3,4,1,97,2,4,31,2015-10-21,1.52198079042675,0,1,2,1650,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","PiS","Dolnoslaskie","From PLN 1,400 to 1,999",1,0,1,1,"Oct",Oct 2015,2015-10-01,"other","PiS","Yes","Yes","No","Yes","No","No","FALSE","history",5,NA,NA,NA,NA,2,2,2,2
"7861",2962,2,1974,3,1,3,3,3,9,3,3,1,3,3,3,7,NA,NA,2,3,3,3,4,2,NA,4,3,41,2015-10-21,1.11962583345754,0,4,2,2250,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Dolnoslaskie","From PLN 650 to 999",2,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"PORP","Yes","Yes","Yes","No","No","No","TRUE","Hungary",3,4,3,NA,5,NA,3,1,NA
"7862",2972,2,1972,5,1,3,10,3,11,2,2,1,7,2,7,7,NA,NA,2,4,4,2,5,1,7,2,2,41,2015-10-20,0.706794823423027,1,4,3,2250,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","po","Opolskie","2,000 PLN and more",2,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","Yes","Yes","Yes","Yes","No","TRUE","info",4,4,4,4,5,3,4,NA,5
"7863",2978,1,1950,2,4,NA,12,3,7,3,3,2,4,3,4,3,NA,NA,2,3,3,3,3,1,3,4,2,31,2015-10-19,0.961734988656785,1,2,2,1650,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Zjednoczona Lewica","Slaskie","From PLN 1,400 to 1,999",3,0,0,1,"Oct",Oct 2015,2015-10-01,"other","other","Yes","No","No","Yes","No","No","FALSE","info",3,5,3,3,3,2,3,5,2
"7864",2998,1,1935,5,4,NA,13,3,11,2,2,1,3,3,3,3,NA,NA,2,5,3,3,3,1,7,4,2,51,2015-10-20,0.594662082261534,1,4,3,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","po","Opolskie","From PLN 1,400 to 1,999",2,0,0,1,"Oct",Oct 2015,2015-10-01,"PORP","PORP","Yes","No","Yes","Yes","Yes","No","FALSE","info",5,5,3,NA,5,NA,4,2,4
"7865",3018,1,1990,6,3,2,3,2,10,3,3,1,3,2,3,2,NA,NA,3,4,3,4,4,2,NA,4,1,51,2015-10-21,1.46257159318736,0,4,3,2600,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Don’t know/not sure","Mazowieckie","From PLN 1,400 to 1,999",3,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","Yes","No","No","No","No","TRUE","history",4,2,3,2,4,1,2,2,1
"7866",3033,2,1977,6,1,1,2,2,11,3,2,1,3,2,3,3,NA,NA,2,4,3,3,3,1,7,4,2,51,2015-10-21,1.27702459886318,1,4,3,2600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Nowoczesna Ryszarda Petru","Mazowieckie","2,000 PLN and more",3,0,1,1,"Oct",Oct 2015,2015-10-01,"PORP","other","Yes","Yes","No","Yes","Yes","Yes","TRUE","history",5,4,4,4,4,3,4,3,5
"7867",3042,1,1996,4,4,NA,11,3,6,3,3,7,3,3,3,3,NA,NA,2.5,4,3,5,4,9,NA,5,1,0,2015-10-21,0.878426583118651,0,3,2,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Do not intervene","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie","Don’t know",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No",NA,NA,"FALSE","history",3,4,4,4,5,3,4,3,3
"7868",3044,2,1979,4,1,2,4,3,4,2,2,7,3,3,3,3,NA,NA,2.5,3,3,5,97,2,NA,3,2,NA,2015-10-21,0.955050243035859,1,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Do not intervene","The government should do nothing, meaning the mortgage borrowers bear all the costs.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Slaskie",NA,NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","TRUE","Hungary",5,3,2,4,3,3,2,3,5
"7869",3055,1,1978,5,4,NA,14,3,6,1,1,1,2,3,2,2,NA,NA,4,1,4,4,3,2,NA,5,1,NA,2015-10-21,0.613900966529082,0,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 1","Big intervention"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","KORWiN","Kujawsko-pomorskie",NA,3,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","No","No","No","No","No","FALSE","info",3,2,2,2,2,2,2,1,2
"7870",3079,1,1980,1,1,3,6,3,4,5,3,2,3,4,4,3,NA,NA,4,3,3,4,4,NA,NA,NA,2,NA,2015-10-21,1.09663775815196,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","psl","Malopolskie",NA,3,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","No","Yes",NA,NA,NA,"TRUE","history",4,NA,1,5,3,2,4,2,4
"7871",3080,1,1996,1,4,NA,11,2,3,3,3,2,2,4,2,2,NA,NA,2.5,3,4,3,3,9,NA,1,1,0,2015-10-21,1.62967806031668,0,1,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Control","Some intervention","The government should something but I do not support either Proposal A or Proposal B","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","I will certainly take part in it","Kukiz’15","Malopolskie","From PLN 650 to 999",3,0,1,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","Yes","No","No",NA,NA,"FALSE","cntrl",4,NA,3,4,4,2,4,2,4
"7872",3084,1,1997,3,4,NA,11,3,3,4,3,1,2,2,2,2,NA,NA,2.5,4,4,3,4,9,NA,2,1,0,2015-10-21,1.19851988830778,0,1,2,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 2","Some intervention","Proposal A, where the cost is equally split between banks and borrowers","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly take part in it","Kukiz’15","Kujawsko-pomorskie","Don’t know",3,0,0,1,"Oct",Oct 2015,2015-10-01,NA,"other","Yes","No","No","No",NA,NA,"FALSE","Hungary",3,2,1,NA,2,1,3,1,2
"7873",3087,2,1984,3,4,NA,14,3,2,5,4,2,3,3,3,3,NA,NA,2.5,4,3,5,97,2,NA,5,1,NA,2015-10-19,1.0010402985428,0,1,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0,"Treatment 3","Not sure/don’t know"," Don’t know","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","I will certainly not take part in it",NA,"Kujawsko-pomorskie","Don’t know",NA,0,0,1,"Oct",Oct 2015,2015-10-01,NA,NA,"No","No","No","No","No","No","FALSE","history",3,NA,1,NA,2,1,1,1,1
